222,95,1483.66,0.00,1073.71
222,91,1487.37,0.00,1180.18
222,29,1483.94,0.00,1028.56
222,34,1495.60,0.00,1487.96
222,25,1513.74,0.00,2052.55
222,21,1520.14,0.00,2223.22
222,84,1490.01,0.00,1229.66
222,14,1490.28,0.00,1255.01
222,35,1506.44,0.00,1863.07
222,19,1507.09,0.00,1850.65
222,40,1514.67,0.00,2099.82
222,94,1509.04,0.00,1883.30
222,28,1492.64,0.00,1312.50
222,78,1508.66,0.00,1942.95
222,44,1506.98,0.00,1807.41
222,87,1505.49,0.00,1791.99
222,45,1518.76,0.00,2195.21
222,4,1500.06,0.00,1680.80
222,97,1513.43,0.00,2015.21
222,24,1518.05,0.00,2190.57
222,16,1513.61,0.00,2027.47
222,76,1496.41,0.00,1572.51
222,100,1487.94,0.00,1127.65
222,7,1478.07,0.00,812.92
222,30,1518.44,0.00,2238.87
222,92,1504.21,0.00,1759.62
222,82,1487.24,0.00,1131.68
222,23,1482.82,0.00,1032.96
222,37,1494.76,0.00,1450.05
222,10,1492.41,0.00,1409.09
222,99,1501.54,0.00,1666.06
222,69,1515.88,0.00,2119.45
222,77,1518.90,0.00,2234.55
222,65,1486.02,0.00,1105.29
222,73,1478.33,0.00,756.09
222,5,1496.87,0.00,1520.67
222,64,1481.51,0.00,993.87
222,72,1517.69,0.00,2184.89
222,61,1514.49,0.00,2073.91
222,53,1509.54,0.00,1844.67
222,93,1485.68,0.00,1126.41
222,41,1492.11,0.00,1424.61
222,49,1511.39,0.00,1931.49
222,38,1494.11,0.00,1451.42
222,36,1508.98,0.00,1860.15
222,67,1497.06,0.00,1535.31
222,96,1483.22,0.00,980.16
222,57,1516.74,0.00,2134.95
222,12,1487.57,0.00,1120.46
222,27,1505.20,0.00,1794.52
222,80,1509.96,0.00,1911.75
222,85,1504.35,0.00,1810.33
222,26,1493.35,0.00,1310.46
222,88,1509.94,0.00,1950.44
222,58,1480.57,0.00,920.49
222,33,1508.82,0.00,1898.04
222,50,1514.25,0.00,2063.98
222,83,1484.66,0.00,1038.53
222,6,1520.13,0.00,2246.81
222,90,1515.68,0.00,2086.91
222,42,1492.73,0.00,1359.36
222,68,1487.99,0.00,1206.34
222,20,1497.62,0.00,1503.13
222,1,1519.55,0.00,2247.37
222,18,1480.02,0.00,901.37
222,54,1497.16,0.00,1567.78
222,11,1486.48,0.00,1082.42
222,55,1479.38,0.00,848.40
222,74,1479.28,0.00,861.06
222,63,1502.54,0.00,1815.13
222,60,1493.79,0.00,1382.28
222,2,1504.20,0.00,1693.26
222,48,1503.27,0.00,1715.92
222,22,1478.83,0.00,764.48
222,3,1516.34,0.00,2164.63
222,51,1491.19,0.00,1282.61
222,17,1519.74,0.00,2209.60
222,31,1498.81,0.00,1546.26
222,39,1518.13,0.00,2204.72
222,56,1506.02,0.00,1788.58
222,13,1497.86,0.00,1568.54
222,70,1501.29,0.00,1623.67
222,15,1498.46,0.00,1583.67
222,98,1481.66,0.00,954.58
222,59,1518.42,0.00,2156.11
222,86,1487.59,0.00,1097.75
222,71,1518.39,0.00,2218.85
222,66,1495.83,0.00,1400.77
222,89,1481.60,0.00,985.82
222,47,1512.83,0.00,2044.77
222,43,1502.21,0.00,1631.72
222,79,1518.43,0.00,2226.69
222,81,1493.90,0.00,1364.84
222,62,1503.24,0.00,1698.98
222,75,1481.56,0.00,993.80
222,46,1512.01,0.00,1923.17
222,8,1489.48,0.00,1243.25
222,9,1495.91,0.00,1546.27
222,32,1499.13,0.00,1605.09
223,5,1496.76,0.00,1520.67
223,9,1496.02,0.00,1546.27
223,42,1492.62,0.00,1359.36
223,76,1496.53,0.00,1572.51
223,29,1483.83,0.00,1028.56
223,34,1495.71,0.00,1487.96
223,23,1482.71,0.00,1032.96
223,44,1507.08,0.00,1807.41
223,71,1518.49,0.00,2218.85
223,28,1492.53,0.00,1312.50
223,26,1493.24,0.00,1310.46
223,92,1504.31,0.00,1759.62
223,33,1508.70,0.00,1898.04
223,53,1509.65,0.00,1844.67
223,1,1519.43,0.00,2247.37
223,39,1518.24,0.00,2204.72
223,25,1513.85,0.00,2052.55
223,62,1503.13,0.00,1698.98
223,54,1497.27,0.00,1567.78
223,11,1486.38,0.00,1082.42
223,24,1518.15,0.00,2190.57
223,82,1487.14,0.00,1131.68
223,81,1494.01,0.00,1364.84
223,86,1487.48,0.00,1097.75
223,15,1498.35,0.00,1583.67
223,87,1505.60,0.00,1791.99
223,75,1481.46,0.00,993.80
223,90,1515.78,0.00,2086.91
223,55,1479.28,0.00,848.40
223,21,1520.23,0.00,2223.22
223,22,1478.73,0.00,764.48
223,49,1511.49,0.00,1931.49
223,69,1515.98,0.00,2119.45
223,58,1480.47,0.00,920.49
223,78,1508.76,0.00,1942.95
223,13,1497.75,0.00,1568.54
223,48,1503.16,0.00,1715.92
223,35,1506.55,0.00,1863.07
223,6,1520.23,0.00,2246.81
223,52,1490.57,0.00,1298.15
223,95,1483.77,0.00,1073.71
223,65,1485.90,0.00,1105.29
223,47,1512.93,0.00,2044.77
223,38,1494.00,0.00,1451.42
223,30,1518.55,0.00,2238.87
223,16,1513.50,0.00,2027.47
223,36,1509.09,0.00,1860.15
223,4,1499.95,0.00,1680.80
223,37,1494.64,0.00,1450.05
223,20,1497.74,0.00,1503.13
223,57,1516.85,0.00,2134.95
223,56,1505.92,0.00,1788.58
223,18,1479.92,0.00,901.37
223,8,1489.59,0.00,1243.25
223,50,1514.36,0.00,2063.98
223,84,1489.91,0.00,1229.66
223,85,1504.46,0.00,1810.33
223,80,1509.85,0.00,1911.75
223,67,1497.17,0.00,1535.31
223,74,1479.18,0.00,861.06
223,73,1478.23,0.00,756.09
223,77,1519.00,0.00,2234.55
223,96,1483.10,0.00,980.16
223,89,1481.71,0.00,985.82
223,27,1505.31,0.00,1794.52
223,64,1481.40,0.00,993.87
223,61,1514.38,0.00,2073.91
223,45,1518.87,0.00,2195.21
223,51,1491.08,0.00,1282.61
223,43,1502.32,0.00,1631.72
223,93,1485.57,0.00,1126.41
223,31,1498.92,0.00,1546.26
223,2,1504.30,0.00,1693.26
223,14,1490.17,0.00,1255.01
223,100,1487.83,0.00,1127.65
223,41,1492.22,0.00,1424.61
223,60,1493.68,0.00,1382.28
223,59,1518.52,0.00,2156.11
223,32,1499.02,0.00,1605.09
223,79,1518.54,0.00,2226.69
223,68,1487.89,0.00,1206.34
223,46,1512.12,0.00,1923.17
223,97,1513.54,0.00,2015.21
223,94,1508.93,0.00,1883.30
223,19,1507.20,0.00,1850.65
223,99,1501.43,0.00,1666.06
223,63,1502.65,0.00,1815.13
223,98,1481.55,0.00,954.58
223,3,1516.44,0.00,2164.63
223,10,1492.31,0.00,1409.09
223,88,1510.05,0.00,1950.44
223,70,1501.18,0.00,1623.67
223,40,1514.78,0.00,2099.82
223,66,1495.72,0.00,1400.77
223,7,1477.96,0.00,812.92
223,83,1484.77,0.00,1038.53
223,72,1517.79,0.00,2184.89
223,12,1487.47,0.00,1120.46
223,91,1487.27,0.00,1180.18
223,17,1519.84,0.00,2209.60
