221,23,1482.93,0.00,1032.96
221,87,1505.60,0.00,1791.99
221,71,1518.29,0.00,2218.85
221,98,1481.76,0.00,954.58
221,94,1508.94,0.00,1883.30
221,99,1501.43,0.00,1666.06
221,39,1518.02,0.00,2204.72
221,93,1485.78,0.00,1126.41
221,42,1492.84,0.00,1359.36
221,77,1519.02,0.00,2234.55
221,67,1496.95,0.00,1535.31
221,25,1513.63,0.00,2052.55
221,37,1494.65,0.00,1450.05
221,13,1497.97,0.00,1568.54
221,89,1481.70,0.00,985.82
221,27,1505.31,0.00,1794.52
221,48,1503.15,0.00,1715.92
221,84,1490.11,0.00,1229.66
221,18,1480.12,0.00,901.37
221,56,1505.91,0.00,1788.58
221,68,1488.10,0.00,1206.34
221,14,1490.39,0.00,1255.01
221,40,1514.56,0.00,2099.82
221,8,1489.58,0.00,1243.25
221,33,1508.93,0.00,1898.04
221,63,1502.43,0.00,1815.13
221,15,1498.57,0.00,1583.67
221,44,1507.09,0.00,1807.41
221,11,1486.59,0.00,1082.42
221,57,1516.64,0.00,2134.95
221,49,1511.29,0.00,1931.49
221,2,1504.31,0.00,1693.26
221,76,1496.53,0.00,1572.51
221,80,1509.85,0.00,1911.75
221,83,1484.76,0.00,1038.53
221,12,1487.67,0.00,1120.46
221,69,1515.77,0.00,2119.45
221,45,1518.65,0.00,2195.21
221,6,1520.03,0.00,2246.81
221,96,1483.33,0.00,980.16
221,22,1478.92,0.00,764.48
221,20,1497.51,0.00,1503.13
221,9,1496.02,0.00,1546.27
221,97,1513.32,0.00,2015.21
221,43,1502.32,0.00,1631.72
221,53,1509.44,0.00,1844.67
221,85,1504.24,0.00,1810.33
221,17,1519.64,0.00,2209.60
221,24,1517.94,0.00,2190.57
221,72,1517.58,0.00,2184.89
221,62,1503.14,0.00,1698.98
221,36,1508.87,0.00,1860.15
221,55,1479.27,0.00,848.40
221,70,1501.18,0.00,1623.67
221,47,1512.72,0.00,2044.77
221,4,1500.17,0.00,1680.80
221,50,1514.14,0.00,2063.98
221,100,1487.83,0.00,1127.65
221,32,1499.01,0.00,1605.09
221,34,1495.71,0.00,1487.96
221,88,1509.84,0.00,1950.44
221,86,1487.69,0.00,1097.75
221,3,1516.24,0.00,2164.63
221,51,1491.30,0.00,1282.61
221,59,1518.32,0.00,2156.11
221,54,1497.05,0.00,1567.78
221,74,1479.40,0.00,861.06
221,81,1494.00,0.00,1364.84
221,7,1478.17,0.00,812.92
221,5,1496.77,0.00,1520.67
221,73,1478.44,0.00,756.09
221,31,1498.92,0.00,1546.26
221,16,1513.72,0.00,2027.47
221,10,1492.52,0.00,1409.09
221,60,1493.90,0.00,1382.28
221,79,1518.33,0.00,2226.69
221,92,1504.10,0.00,1759.62
221,38,1494.22,0.00,1451.42
221,91,1487.26,0.00,1180.18
221,26,1493.45,0.00,1310.46
221,78,1508.54,0.00,1942.95
221,41,1492.21,0.00,1424.61
221,30,1518.34,0.00,2238.87
221,61,1514.60,0.00,2073.91
221,21,1520.04,0.00,2223.22
221,1,1519.45,0.00,2247.37
221,52,1490.56,0.00,1298.15
221,35,1506.33,0.00,1863.07
221,64,1481.61,0.00,993.87
221,29,1484.05,0.00,1028.56
221,19,1507.20,0.00,1850.65
221,58,1480.67,0.00,920.49
221,46,1511.91,0.00,1923.17
221,65,1485.91,0.00,1105.29
221,95,1483.77,0.00,1073.71
221,82,1487.35,0.00,1131.68
221,66,1495.72,0.00,1400.77
221,75,1481.66,0.00,993.80
221,28,1492.74,0.00,1312.50
221,90,1515.58,0.00,2086.91
222,52,1490.67,0.00,1298.15
